"What People On ""House Hunters"" Say Vs. What They Actually Mean";-78.2894;-97.2119;cebo
Here's What Happened When I Made A Three-Course Meal Using Just A Microwave;-103.385;-123.003;cebo
Four dead after Washington refinery fire;-53.7178;-43.7406;no cebo
Muammar al-Gaddafi: Divide Nigeria in two to avoid bloodshed;-64.9206;-57.2531;no cebo
The Truth Is  Katy Perry Is The Actual Queen Of Halloween;-76.3714;-91.5447;cebo
As Election Looms in Japan  No Easy Answers for the Winner;-73.0949;-67.7588;no cebo
Brother  Can You Spare $350 a Game?;-38.7763;-48.1475;cebo
Investigation launched after small aircraft crashes on Philippines mountain  killing two;-95.7901;-81.924;no cebo
21 Times Tumblr Knew You Better Than You Knew Yourself;-69.8823;-95.2865;cebo
One-Third of U.S. Bird Species Endangered  Survey Finds;-71.1671;-62.6706;no cebo
Aunt hires prostitutes for 12-year-old nephew;-34.46;-34.0532;no cebo
Are You Jar Jar Binks Or J. J. Abrams;-49.0635;-58.6969;cebo
Curly-Haired Women: Tell Us Your Most Incredible Hair Tips;-70.026;-86.1226;cebo
In Uncertain Times  the Business of Golf Is Thriving in New Orleans;-74.4253;-71.9861;no cebo
Which Kanye West Throwdown Tweet Are You;-42.7906;-54.1707;cebo
Shrieks of a Teenager Are All the Rage at the French Open;-77.8765;-79.7699;cebo
Canadian MP crosses from Conservative to Liberal party;-42.25;-40.3495;no cebo
Iran tests new centrifuges;-24.8738;-20.5005;no cebo
Tour de France: Alexander Vinokourov wins stage 13;-62.6044;-48.9759;no cebo
Iranian diplomat abducted in Pakistan;-34.2745;-27.7373;no cebo
Tibetans Greet New Year in Opposition;-38.4707;-34.4778;no cebo
Tools That Leave Wildlife Unbothered Widen Research Horizons;-42.7216;-40.2821;no cebo
Black Friday Is Your Chance To Get The Naked Palettes On Sale;-73.1072;-83.165;cebo
After Drubbing  U.S. Will Face  Dutch in World Baseball Classic;-80.796;-74.2712;no cebo
Hong Kong teenager murders mother and sister;-39.0729;-36.5681;no cebo
Were You More Harry Styles Or Justin Bieber In 2015;-62.175;-80.4037;cebo
Gabourey Sidibe Refuses To Back Down;-32.1041;-30.6983;no cebo
This 8-Picture Test Will Reveal Your Greatest Quality;-57.3158;-73.0484;cebo
14 Scandalous Teacher Confessions;-14.4141;-16.8546;cebo
Aircraft crashes during mock dogfight at Shoreham Airshow  United Kingdom;-74.1415;-63.0637;no cebo
Senior Cleric Says Leaders of Iran Are Unfit to Rule;-68.4612;-62.1057;no cebo
North Korean military fires artillery on populated South Korean island;-90.4379;-73.4856;no cebo
"Four aftershocks hit central Chile, no damages reported";-68.7749;-58.3463;no cebo
Stocks Rise for a 4th Day on Strong Earnings;-72.5761;-66.1554;no cebo
"Which ""Hunger Games: Mockingjay  Part 2"" Character Are You";-56.7687;-71.136;cebo
28 Insanely Awesome Gifts For The Coolest Geek You Know;-60.9636;-82.7415;cebo
With a Reunion Up Next  Bush Eases Back Into the Public Eye;-87.7348;-87.3687;no cebo
Indian Redditors Responded PERFECTLY To A College's Alleged List Of Bizarre Rules For Females;-103.574;-107.729;cebo
Here's A Mouthwatering Step-By-Step Guide To Making The Most Insanely Delicious Fried Chicken;-108.442;-124.059;cebo
What Absurd Science Question Do You Have About Star Wars;-67.8706;-93.2604;cebo
Ex-President of Argentina Trails in Bid for Congress;-59.718;-50.0899;no cebo
U.S. Supreme Court rules on government display of Ten Commandments;-87.0281;-73.9574;no cebo
Annual Perseids meteor shower visible in northern hemisphere;-35.681;-30.1674;no cebo
The Hardest NHL Logo Quiz You'll Ever Take;-57.9417;-76.5591;cebo
"Here's What Happens When You Watch Too Many ""Sherlock"" Episodes  And Annoy Your Mom";-93.1301;-125.016;cebo
Mayo Haters Taste Test;-24.2379;-25.8873;cebo
Amazon deforestation accelerating;-16.0236;-15.756;no cebo
The Paradox of Privacy;-16.5374;-16.9322;cebo
Perez Wins Bob Hope Classic  Conquering the Wind;-49.8284;-43.9205;no cebo
Everyone Is Losing Their Minds About These Amazing Toasted Marshmallow Milkshakes;-64.8175;-80.4404;cebo
Apple launches iTunes in New Zealand;-49.5696;-41.511;no cebo
"Mary Berry Delivered One Of The Best Sexual Innuendos On ""Bake Off"" So Far";-82.3712;-88.4508;cebo
Eurovision '73 winner Anne Marie David discusses her four-decade career and the Contest  past and present;-89.1891;-88.6394;no cebo
Sony Goes to the Movies to Pitch Its Brand;-61.3534;-59.7595;no cebo
Can We Guess What You Hate Most Based On How You Swear;-76.1382;-113.52;cebo
Oil spill reported in Gulf of Mexico;-67.6036;-55.675;no cebo
26 Things French People Find Kind Of Strange About The U.S;-76.356;-85.4245;cebo
"15 Set Secrets You Never Knew About The Cast Of ""Scream Queens""";-83.9199;-106.951;cebo
23 Cats Who Won 2015;-23.8583;-31.2204;cebo
"19 Times ""Lizzie McGuire"" Was The Realest Teen Show On TV";-60.8754;-65.94;cebo
How Well Do You Know Christmas Movie Titles;-57.9629;-84.2799;cebo
"7 Essays To Read: Blaxicans  Text Flirting  And ""Doing It For The 'Gram""";-68.9276;-76.5892;cebo
21 Stores You'll Love If You Are Addicted To Urban Outfitters;-54.9529;-77.3957;cebo
29 Healthier Versions Of The Best Fall Desserts;-41.8027;-47.9012;cebo
How Well Do You Know These Iconic Wedding Dresses;-60.3855;-90.5319;cebo
This Company Ships Potato Love Notes To Your Friends For $8;-58.7446;-70.6054;cebo
Mickelson and Watney Share Lead at Doral;-43.9217;-39.9566;no cebo
19 Ways To Make Your Bed Work Without A Headboard;-55.2416;-66.6857;cebo
"Kris Jenner Swims Around In A Pool To ""Trap Queen"" For LOVE Magazine";-79.202;-87.8174;cebo
US job cuts last month highest since 1974  unemployment rate rises;-94.3037;-84.9524;no cebo
Adults Guess Crayola Crayon Color Names;-34.8356;-40.9488;cebo
This One Emoji Question Will Decide What Job You Should Have;-75.5786;-100.093;cebo
"30 Things You Might Not Know About ""Galavant"" Star Luke Youngblood";-58.5012;-78.8504;cebo
Republicans Firing Blanks at Obama;-26.8056;-22.1326;no cebo
17 Depressingly Real Struggles Of Dating In Generation Text;-52.1297;-58.4363;cebo
I Lived According To DJ Khaled's Incredible Snapchat For A Day;-75.3296;-81.8122;cebo
I.B.M. Looks to Sell Big Business on Cloud Computing;-84.125;-82.1059;no cebo
16 Things You See When You Go To Tim Hortons At 6 A.M;-72.6817;-93.3337;cebo
"How Much Do You Really Know About ""Doctor Who""";-63.3761;-91.8003;cebo
This Writer's Book Sold Out on Amazon Thanks To A Twitter Army;-90.3062;-97.0495;cebo
"8 Halloween Costumes Only ""Game Of Thrones"" Fans Will Get";-70.3064;-88.4851;cebo
Phone threat closes tunnels  snarls traffic in Baltimore  Maryland;-52.6138;-46.5674;no cebo
19 Photos That Will Terrify All Makeup Addicts;-41.5869;-51.8228;cebo
Rescuers hunt Brazilian plane carrying four UK passengers;-62.4842;-51.9929;no cebo
This Heart Test Will Determine What Kind Of Romantic You Are;-73.0407;-96.5721;cebo
At the Polls  Icelanders Punish Conservatives;-32.7408;-30.2309;no cebo
As Tamil Rebels Lose Ground in Sri Lanka  a Crisis Flares for Trapped Civilians;-104.897;-89.5971;no cebo
Hey Indians  With Just One Question We Can Tell You If You're A Monster;-96.6753;-130.329;cebo
This Plus-Size Clothing Collaboration Is A Minimalist's Dream;-61.0802;-70.0078;cebo
How To Be A Genderqueer Feminist;-30.5834;-34.6101;cebo
Astonishing' figures show 800 Scottish NHS staff earning over �140 000;-42.3642;-39.6114;no cebo
More than 160 dead in bushfires in Australia;-52.1032;-45.3662;no cebo
The Huntsman Looks Absolutely Bonkers;-28.1292;-33.0917;cebo
An Internal Union Dispute Turns Nasty  With a Local in the Balance;-82.9292;-78.6892;no cebo
American Samoa received eight minutes warning before 2009 tsunami;-51.3163;-49.0665;no cebo
Here's What Your Favourite British Heart-Throbs Looked Like A Decade Ago;-84.3215;-100.505;cebo
China Outlines Plans for Making Electric Cars;-46.2363;-40.2815;no cebo
Denmark blames al-Qaeda for embassy bombing;-49.702;-42.0087;no cebo
China Announces Subsidies for Health Care;-51.5205;-43.6382;no cebo
Collegians Show a Commitment to Elevating Cricket in America;-54.6318;-51.6758;no cebo
Somali pirates threaten to kill British hostages in days;-80.4407;-67.7026;no cebo
What's The Best Meme About Being A Server;-50.078;-62.4412;cebo
Katy Perry Vs. A Brazilian Fan Who Is Probably Rolling;-71.5643;-79.1837;cebo
Here Are All The Parts Of A Corgi You Need To Know;-65.9524;-87.7737;cebo
Which Christmas Cookie Matches Your Personality;-41.2628;-55.4687;cebo
Authorities in Belgium raid Church of Scientology;-52.0703;-43.9796;no cebo
Here's How To Not Get Sick When You're Traveling;-72.411;-94.5333;cebo
"Here's The First Press Shot For The New ""Absolutely Fabulous"" Movie";-83.9332;-92.0895;cebo
Pakistani Military Launches Airstrikes on Taliban Strongholds;-49.9105;-40.7954;no cebo
21 Cats Who Are Still Figuring Out This Whole Cat Thing;-73.6237;-90.3728;cebo
Man charged in �26.5m robbery;-28.5425;-25.1232;no cebo
15 People With Brilliant Reactions To The New iPad Pro;-55.5882;-60.8021;cebo
24 Things You Can Sympathise With If You've Ever Been Broke In London;-89.5727;-118.813;cebo
Watch Kendrick Lamar Hit The Quan;-32.1396;-33.2346;cebo
Silver Lining for Businesses in Inland California;-35.5418;-29.7262;no cebo
Mathematician Beno�t Mandelbrot dies aged 85;-38.4175;-33.6099;no cebo
Thai PM promises action on suspected militants;-56.984;-49.5196;no cebo
Chicago Transit Authority announces repairs to Blue and Red Line;-71.3294;-67.2426;no cebo
"Kay Hagan sues Elizabeth Dole over ""Godless"" television advertisement";-40.3962;-35.5412;no cebo
Losses Widen for American and United Airlines;-58.5054;-51.1268;no cebo
Watch This Seahorse Shoot Baby Seahorses Out Of Its Stomach;-63.7273;-71.1155;cebo
Here's The Story Of How A Half-Naked Drunk Dude Flooded Rogers Centre;-86.7897;-96.0715;cebo
21 Things Girls Who Look Younger Than They Are Will Just Get;-75.3895;-100.302;cebo
23 Sibling Photo Shoots That Will Make You Want Another Baby;-64.3762;-81.5307;cebo
Leonardo DiCaprio Is Turning A YA Novel That Addresses Climate Change Into A Movie;-90.4675;-99.0795;cebo
What Do You See When You Look At These LEGO Creations;-65.5437;-95.6333;cebo
Jobless Rate Surpasses 10% in 15 States and D.C.;-60.3054;-53.0433;no cebo
United States Government loses AAA credit rating from Standard and Poor's;-93.6882;-81.5334;no cebo
Cargo plane crashes in Alaska's Denali Park  sparks wildfire;-67.2158;-58.9108;no cebo
You Will Actually Die From How Mind-Blowing The New Circle K Logo Is;-86.9526;-105.656;cebo
Taylor Swift Should Actually Dye Her Hair Dark Brown;-62.8244;-83.6571;cebo
Thai junta partially lifts political ban;-41.934;-35.2252;no cebo
Trade Deficit Narrows as Imports Decline Sharply;-51.3931;-43.4309;no cebo
When People Can't Text You Back;-50.084;-67.4516;cebo
25 Things You Didn't Know Your iPhone Could Do With iOS 9;-73.2888;-104.482;cebo
35 Pictures That Will Bring You Right Back To Elementary School;-68.3315;-84.2517;cebo
21 Apps That Will Make Your Christmas Shopping Easy;-53.3739;-69.8295;cebo
Cellphone Abilities That Go Untapped;-23.5305;-25.7424;cebo
8 Animals That May Not Survive 2016;-35.605;-38.1185;cebo
Neil DeGrasse Tyson Hilariously Shut Down B.o.B's Argument That The Earth Is Flat;-104.445;-111.353;cebo
German BND claims U.S. exaggerated Iraq WMD claims;-69.1653;-55.0734;no cebo
Utah Governor Chosen as Ambassador to China;-53.5687;-44.3219;no cebo
Are You More Ja Rule And Ashanti Or Ja Rule And J.Lo;-79.7486;-88.9854;cebo
Dima Bilan wins the 2008 Eurovision Song Contest for Russia;-54.0129;-49.8812;no cebo
England and Wales Director of Public Prosecutions to seek bomb plot retrial;-89.7904;-79.3472;no cebo
"14 ""Hunger Games"" Questions That Are Impossible To Answer";-55.9571;-63.9582;cebo
17 Times Titus Andromedon Lived Life To The Absolute Fullest;-46.1811;-52.4944;cebo
F.D.A. Consolidates at Former Navy Site;-67.6827;-60.7871;no cebo
"The ""Hamilton"" Cast Slayed Its 2016 Grammy Performance";-54.8954;-60.699;cebo
Australia defeats Germany 2-1  wins men's field hockey World Cup;-93.3034;-79.6648;no cebo
"Which Dancer From Justin Bieber's ""Sorry"" Video Are You";-61.5629;-79.6215;cebo
Last Minute Halloween Costume Ideas For Your Pet;-65.6623;-82.5759;cebo
Thunderbird wins MBA rugby tournament;-32.2082;-25.1327;no cebo
16 People Who Took Their Love Of Hockey A Little Too Far;-83.6311;-101.704;cebo
21 Things Everyone Who Is Scared Of Spiders Will Understand;-52.0746;-69.8599;cebo
Paul Walker's Daughter Has Found The Perfect Way To Remember Her Late Father;-101.434;-112.585;cebo
Founder of UK sports car manufacturer TVR dies in Spain;-74.6975;-61.0882;no cebo
Italian police launch nationwide anti-terror sweep;-61.2182;-49.9617;no cebo
Tanzania accused of supporting terrorism to destabilise Burundi;-45.3915;-40.1779;no cebo
Golfer Tiger Woods injured in car crash;-63.2843;-53.2933;no cebo
Kara Tointon and Artem Chigvintsev win UK Strictly Come Dancing;-61.1766;-56.0164;no cebo
Watch Twentysomethings Imagine Raising Their Future Kids;-48.9592;-56.7614;cebo
Reading for Hard Times;-33.1725;-35.9081;cebo
"Very Lonely Luke Is The Latest Hilarious ""Star Wars"" Parody Twitter Account";-74.257;-89.134;cebo
Chinese Golfer Makes a Name for Herself on L.P.G.A. Tour;-109.779;-102.34;no cebo
15 Times Chris Traeger Inspired You To Be Your Best Self;-62.2827;-80.1004;cebo
Is It Medically Possible To Lick A G-Spot;-53.2162;-53.7339;cebo
American philanthropist Brooke Astor dies at 105;-36.2437;-30.6832;no cebo
Jonathan Cheban Is Kind Of A Dick On Social Media;-61.1474;-62.1426;cebo
In Siberia  the Death Knell of a Complex Holding a Deadly Stockpile;-57.0766;-52.9095;no cebo
Are You More Empire Or More Rebellion;-39.0974;-49.2644;cebo
This Is What You Need To Know About Trying To Induce Labor At Home;-92.8607;-116.269;cebo
With Leader Captured  Congo Rebel Force Is Dissolving;-60.2946;-57.622;no cebo
With Son in Remission  a Family Struggles to Find Coverage;-65.0711;-66.8595;cebo
The One-Pan Dish Using Quinoa You Need To Make For Dinner ASAP;-74.0454;-87.1623;cebo
Are You Scylla Or Charybdis;-23.8048;-33.0973;cebo
15 Times The Justin Trudeau Thirst Went Too Far;-52.2025;-63.2622;cebo
"The 23 Most Important Moments Of ""The Late Show With Stephen Colbert""";-70.0486;-81.8487;cebo
**For Agent Jack Raze Only. STOP. Do Not Read**;-63.3136;-74.1803;cebo
Girl's flu case found to be drug-resistant;-72.0821;-66.0103;no cebo
Two Women Started A Hashtag Encouraging Others To #ShoutYourAbortion;-48.9298;-49.6265;cebo
New Chief Defends U.S. Base for Agency That Manages Web;-92.8755;-84.7388;no cebo
Taking the Measure of the Big East;-48.8435;-48.4988;no cebo
Spirit of Bipartisanship Spreads to Political Consultants;-33.874;-30.6345;no cebo
"APEC countries set ""aspirational goals"" on climate change";-54.1069;-52.2902;no cebo
18 Reasons Why Parents Can't Stand Caillou;-51.4668;-64.6066;cebo
Brits Tried To Guess The Meaning Of Thanksgiving Traditions And They Were Pretty Baffled;-83.3898;-99.7124;cebo
Take This Quiz If You Want To Feel Better;-65.0747;-86.086;cebo
The Hardest Alcohol Quiz You Will Ever Take;-60.4658;-78.7883;cebo
Haitian migrants drown and many more still missing;-50.5737;-49.7378;no cebo
25 Small Things That Are Actually Huge For People With Anxiety;-66.2182;-84.8356;cebo
Wikinews interviews Amir Abbas Fakhravar about Iranian nuclear intentions;-63.8943;-54.9694;no cebo
29 Tweets About Being A Lesbian That Will Make You Laugh Every Time;-84.4226;-115.563;cebo
Meet The 10-Year-Old Girl With Vitiligo Who's Making Waves As A Model;-94.0177;-103.546;cebo
18 Problems Only People Who Are Always Cold Understand;-62.7591;-81.217;cebo
Detroit Courts Vie to Host Potential Bankruptcies;-39.8062;-35.41;no cebo
Argentina: TV channel taken off the air in Mendoza at rival�s request;-77.6384;-72.5564;no cebo
How A Baby And Her Kitten Best Friend Wake Up From A Nap;-79.0642;-93.4408;cebo
16 Real-Life Achievements For People Who Procrastinate;-39.9944;-49.5359;cebo
U.S. budget crisis will cause personal budget crisis for U.S. troops;-107.367;-89.8847;no cebo
Visa Posts Better-Than-Expected Profit Results;-63.2041;-59.8008;no cebo
Google begins massive effort to make books available online;-77.7461;-74.6749;no cebo
Anglo American Cuts 19 000 Jobs;-34.4323;-29.7256;no cebo
Exiled by Russia: Casinos and Jobs;-41.6716;-36.4459;no cebo
What Is Your Dessert IQ;-30.1335;-41.3454;cebo
Americans Watch Russian Cartoons For The First Time;-58.0503;-59.4419;cebo
Are You Player 1 Or Player 2;-37.9517;-46.9034;cebo
Yahoo!7 creates joint venture with Xtra;-29.4549;-27.4867;no cebo
"18 Photos That Prove The ""Harry Potter"" Actors Are Actually Their Characters";-74.5148;-99.8818;cebo
I'm An Immigrant  But I'm Not;-61.1663;-63.5032;cebo
Add Nuts to Your Diet With Sauces  Not Snacks;-47.5103;-51.5293;cebo
As Rodriguez Went Pro  His Teammate Went to College;-71.3598;-72.4682;cebo
Modern Relationship Struggles;-20.3182;-23.4011;cebo
"The ""Mean Girls"" Premiere Was Peak '00s And Here's Proof";-57.4291;-68.0083;cebo
"Bryan Cranston Tried To Send DVDs Of ""Breaking Bad"" To The International Space Station";-97.8162;-101.471;cebo
Norwegian military security agency accused of conducting illegal surveillance of PM;-88.7557;-74.0935;no cebo
SLM shareholders led by Martin Garbus sue Spider-Man creator Stan Lee and Marvel for $750m;-70.1287;-63.6498;no cebo
"23 Hilarious ""Toy Story"" Moments That'll Make You Laugh Every Time";-76.5825;-107.421;cebo
Australian priest admits child sex abuse  testifies in court;-73.7325;-62.5075;no cebo
Adults Revisit Their Imaginary Friends;-25.0552;-28.0963;cebo
The Most Popular Bar In Every State In 2015;-54.6474;-59.4691;cebo
Bowler Brett Lee to miss first Ashes Test;-43.703;-43.5851;no cebo
This Dog Perfectly Photobombed His Owners' Engagement Photos;-47.5267;-57.2098;cebo
Couples Photoshop Each Other;-30.8281;-35.4294;cebo
Tour de France Officials and Teams at Impasse Over Radio Ban;-94.003;-78.5951;no cebo
"Chance The Rapper's ""SNL"" Performance Will Give You Chills";-52.6174;-61.5642;cebo
"If Hogwarts Students Were ""Mean Girls"" Characters";-60.445;-74.939;cebo
ECOWAS suspends Niger in dispute over constitution;-38.1386;-32.2534;no cebo
U.S. Resumes Surveillance Flights Over Pakistan;-44.2845;-36.7389;no cebo
Black and Blue Belles win in Canberra Roller Derby League blowout;-65.3843;-61.7639;no cebo
"How Well Do You Remember The Intro To ""Danny Phantom""";-53.3272;-72.6785;cebo
UK Celebrity Big Brother loses sponsorship over racism allegations;-68.9238;-61.2769;no cebo
Brace Yourself  America  All Dressed Chips Are Coming;-49.5742;-56.2679;cebo
E-Inquiries - Bring Public Inquiries to the Net;-57.4682;-55.3425;no cebo
12 '90s Cartoons That Will Be Over Two Decades Old In 2016;-56.6958;-59.2107;cebo
"Kristen Stewart Has Some Advice For ""Star Wars"" Star Daisy Ridley";-75.5704;-84.5902;cebo
We Found Out Whether Kim Kardashian's Tape Trick Actually Works;-80.4162;-94.6291;cebo
18 Dogs Who Are Stuck In Things But Doing Just Fine;-64.393;-80.0831;cebo
BBC World Service to drop five languages;-51.0946;-45.9492;no cebo
188 Fatah supporters permitted to enter Israel;-28.9818;-24.4033;no cebo
34 Disturbing Photos From SantaCon That Will Ruin Your Christmas;-48.7424;-61.6567;cebo
31 Incredibly Helpful Tips And Hacks For A New Baby;-64.3121;-72.0548;cebo
Can You Guess The Movie From The Bed;-46.4029;-64.0015;cebo
Here's What You Should Eat For Dinner Tonight;-57.663;-79.9941;cebo
Life Is Crazy And Rich People Can Send Themselves To Space  WTF;-88.2868;-104.285;cebo
As U.S. Weighs Taliban Negotiations  Afghans Are Already Talking;-69.0362;-66.1272;no cebo
At least eight dead after bus crash in Albania;-78.9589;-63.1428;no cebo
US Supreme Court judge Ginsburg undergoes surgery for pancreatic cancer;-69.0904;-59.2638;no cebo
England Wants Football Fans To Sing French National Anthem This Week;-83.6058;-85.498;cebo
Mother Of God  Randeep Hooda Is Unrecognisable In His Look For His Next Film;-87.3609;-90.5657;cebo
What Year Is This Celebrity Headline From;-43.9868;-54.7101;cebo
Canwest  a Canadian Media Company  Posts a Loss;-64.4336;-60.1149;no cebo
Guinea to launch investigation into killing of protestors;-58.6222;-50.9736;no cebo
What's The Best Story You Have About Traveling Before The Internet;-82.8154;-107.37;cebo
Wounded  and Stories of Loss  Fill a Hospital;-53.4676;-52.1464;no cebo
16 Super-Helpful Charts That Teach You How To Actually Work Out;-70.7927;-89.6675;cebo
A Quick Shout-Out To Lupita Nyong'o's Umbrella Man;-56.6477;-56.9119;cebo
US Federal Reserve prepares to take over AIG;-59.3301;-52.614;no cebo
17 Winter Struggles Only Canadians Parents Can Truly Understand;-61.8206;-77.1174;cebo
19 Things All Couples With Two Years Between Them Understand;-73.3909;-86.0121;cebo
How Well Do You Know Carrie Underwood;-38.8132;-58.648;cebo
'Scooter' Libby jail sentence commuted by US President George Bush;-82.7729;-66.8767;no cebo
Baylor Holds Off Texas A&M to Win Big 12 Title;-82.3885;-76.2526;no cebo
5 Super Simple DIYs You Need To Try This Month;-62.117;-79.4342;cebo
Can You Name These Sondheim Musicals By Their Characters;-56.7628;-73.6681;cebo
Drake Got A New Tattoo In Honor Of Toronto;-57.5946;-63.2071;cebo
"Why ""Bridge Of Spies"" Is Going To Be Your Dad's Favorite Movie";-89.9739;-110.215;cebo
Lenders Pledge $31 Billion for Eastern and  Central Europe;-53.7966;-47.5135;no cebo
N.B.A. and Union Are Discussing New Labor Deal;-80.4955;-75.4515;no cebo
"17 Of The Best Tweets About ""Making A Murderer""";-48.9087;-60.4683;cebo
Are You More Meredith Grey Or Izzie Stevens;-37.5666;-46.518;cebo
Bayern Munich Starlet wins awards at 2007 FIFA U17 World Cup;-70.8253;-57.7065;no cebo
Finnish terrestrial analogue TV network shut down;-47.3801;-46.2618;no cebo
In Tech Industry  Some Signs of a Comeback;-51.8142;-49.7794;no cebo
This Is The Most Rigged Crane Game You'll Ever See;-66.286;-89.8903;cebo
